/out X,/out Y,/in X,/in Y
1.005753047189473e-08,1.013334396500586,1.005753047189473e-08,1.1
1.006470456446628e-08,1.013693635807019,1.006470456446628e-08,1.1
1.007284721683749e-08,1.013993082220345,1.007284721683749e-08,1.1
1.008192650202239e-08,1.014218566509101,1.008192650202239e-08,1.1
1.009162761071049e-08,1.014360153535205,1.009162761071049e-08,1.1
1.010173794015779e-08,1.014423242875049,1.010173794015779e-08,1.1
1.011243703296098e-08,1.014418910400493,1.011243703296098e-08,1.1
1.012392256926502e-08,1.014354123724475,1.012392256926502e-08,1.1
1.013641576063088e-08,1.014233023477416,1.013641576063088e-08,1.1
1.015016902517068e-08,1.014057880836397,1.015016902517068e-08,1.1
1.016546576738514e-08,1.013829938702077,1.016546576738514e-08,1.1
1.018265997474789e-08,1.013549495982256,1.018265997474789e-08,1.1
1.02022264979007e-08,1.013215541141706,1.02022264979007e-08,1.1
1.022483370797381e-08,1.012825114576198,1.022483370797381e-08,1.1
1.025146228703025e-08,1.012372398536369,1.025146228703025e-08,1.1
1.028361613115314e-08,1.011847436764362,1.028361613115314e-08,1.1
1.032373534516552e-08,1.011234209273524,1.032373534516552e-08,1.1
1.037609174461062e-08,1.010507747602841,1.037609174461062e-08,1.1
1.044900995854851e-08,1.009630586202725,1.044900995854851e-08,1.1
1.056163554836061e-08,1.008554453354175,1.056163554836061e-08,1.1
1.072725657863865e-08,1.00749833781018,1.072725657863865e-08,1.1
1.090358821795343e-08,1.006952036397299,1.090358821795343e-08,1.1
1.109541834046262e-08,1.006913124490901,1.109541834046262e-08,1.1
1.131145116534711e-08,1.007432606387015,1.131145116534711e-08,1.1
1.15438143275374e-08,1.00853654270525,1.15438143275374e-08,1.1
1.176638048770343e-08,1.010036539873229,1.176638048770343e-08,1.1
1.198943479407704e-08,1.011906258501946,1.198943479407704e-08,1.1
1.222032679997462e-08,1.014169980052323,1.222032679997462e-08,1.1
1.246451385761154e-08,1.016872123720169,1.246451385761154e-08,1.1
1.272845284031687e-08,1.020090053601475,1.272845284031687e-08,1.1
1.30175946112284e-08,1.02390147499251,1.30175946112284e-08,1.1
1.333704871376943e-08,1.028377326736901,1.333704871376943e-08,1.1
1.368477396173828e-08,1.033465614157373,1.368477396173828e-08,1.1
1.404887510237283e-08,1.038925620522193,1.404887510237283e-08,1.1
1.442746196223418e-08,1.044630833813883,1.442746196223418e-08,1.1
1.481891143075976e-08,1.050444095666953,1.481891143075976e-08,1.1
1.522188961701336e-08,1.056226811641867,1.522188961701336e-08,1.1
1.563667038866677e-08,1.061864933205199,1.563667038866677e-08,1.1
1.606510404221288e-08,1.067269533383038,1.606510404221288e-08,1.1
1.651127088305331e-08,1.072380692452275,1.651127088305331e-08,1.1
1.698234728518491e-08,1.077165571501007,1.698234728518491e-08,1.1
1.749052512976098e-08,1.081616414625467,1.749052512976098e-08,1.1
1.805756590246783e-08,1.085750816137904,1.805756590246783e-08,1.1
1.872993856548015e-08,1.089632580281784,1.872993856548015e-08,1.1
1.955043118737069e-08,1.093121905817496,1.955043118737069e-08,1.1
2.031626651696117e-08,1.095396650826955,2.031626651696117e-08,1.1
